댓글 작성자,영상 시간,댓글 내용 
Mirriam Mathabela,46:17,hey
gamerboyzach gamer,46:17,Hi
Ashley Benigno,46:17,you are soooo funny and brighten up my day!!!!❤❤
Kenechukwu Iloabachie,46:17,:buffering::buffering:
jack wright,46:18,are we
Wolfie,46:18,O-O
LAKSHITA K PAI ICSE,46:18,wow your soo good at playin
yeny Martinez,46:19,Lol
martha,46:19,Omg new season yay
Xox_kaii _,46:20,Oml
Sarah Schorn,46:20,It’s ok
Mr. Joker,46:20,Binod
Jason shore,46:21,Hi
gio gaming P.G,46:21,lol
The Pears,46:21,Lia!
Harper Hornbeck,46:21,I KNOW EXACTLY WHAT I WANT AND WHO I WANNA BE!!
Nawal Eshak,46:21,"•_•"""
Alexy Alicea,46:21,hi
Devon Latson,46:21,Hey
Ethan The best,46:21,What is your number
Minor9000 League alogatior,46:21,Love you
Hedgehog Girl,46:21,Noooooooooooo
Jacqueline Jamesøx,46:22,Can I animate you a little intro owo
amyash04,46:22,hiiii
Lisa Jennings,46:22,hi I am watching from England my name is Chloe and I have been watching your channel now for 4 years😊♥️♥️♥️
aj thegod,46:22,Hi
Pikachu Pikachu,46:22,STAY SAFE WOLF 🐺💗
AntGL,46:22,sssniperwolf u need to teach me fortnite lessons
Harry Hart,46:23,hey plz say my name x
Sluggo is Lit,46:23,OOOH NU nu nu ya ....:oops:
Anna Mach,46:23,hi
Gavin Kinyanjui,46:23,Code lazar
Ryan Mitchell,46:23,hahah you awesome
Marcos Zavala,46:24,hiiiiiiii
Shannon Veldsman,46:24,HI LIA PLS EEPLY
Abby Meyers,46:24,hi sssniper wolf
Stuart Mckeal,46:26,Land sweaty
Vanessa Reyes,46:26,Hi
ikoka China,46:26,IM YOUR NBIGGEST FAN
Juana Birun,46:26,i watch ur vids every day pls say hiiiiii
Lil’80 hamdog,46:26,Hi
Kosi Ngene,46:27,SNIPERWOLF BE GOING CRAZY WHEN U DISRESPECT HER ANIME
Tom Gacha King,46:27,lag?
Aralynn Bigsky,46:27,LIA
DEEMAH AL-ATTAR,46:27,lollllll
Victoria MacDonald,46:27,hiiiiiiiiiiiiiiii
Akash sagar,46:27,binod
jelly jelly jams,46:27,sorry I got to go might come back
Shea butter ASMR,46:27,hi 👋
Awesome_tanjiro _PHYCOTIK,46:31,Demon slayer
Idil Omar,46:31,Hi
Babbyy_didi,46:32,can you react to ur old vids
Clover Patterson,46:33,You’re my favorite you tuber my birthday is tomorrow
Adriane Hernandez,46:33,You should watch glitter force I feel like you'd like it. It is an AWESOME ANIME
Dominga Ramirez,46:33,I FEEL BAD FO LIA
Jacinta Ibarra,46:33,what's up sniffer wolf
Claire Randolph,46:33,i hat when that happens
Brehana Gassaway,46:34,say bre plz
Corinna Cross,46:34,lol
The Mackenzie Show,46:34,Hahahahaha
Allison Garcia,46:35,now ur playing fornite again
Devon Latson,46:35,Ok
Simoni Sharma,46:35,Hi sssniperwolf before I end my life im watching your stream as it makes me happy 😓😓😓
Gaming With Lyle,46:35,practise in creative fill
Amrit Kaur,46:35,Usa
Albert Morales,46:35,hi
Ray Scott,46:35,U keep on freezing
Tina Brown,46:35,is anyone screen recording?
Mr. Awesomeness,46:36,I found a gold xp coin
Brianna Mckinney,46:36,Hi
Student Annabell Burns,46:37,sniper u inspire me
{`Gold cat Sleeps`},46:37,hiiiii sniper:yt::yt::yt::yt::shelterin::chillwcat::shelterin::chillwcat::shelterin::shelterin::chillwcat::shelterin::chillwcat:
Brianna Marie,46:37,Did you watch Toradora
Araya Peacock-Duarte,46:37,🐺🐺✌✌👋👋✌🐺
Alexy Alicea,46:37,hi
Holly Gates,46:37,My god
NS - 03TL - Chris Hadfield PS (1204),46:37,lol
Neeta Shewaramani,46:38,Yoyoy
Shelly Bollers,46:38,wow
Stella andMoon,46:38,hiiiiiiiiiiiii
Rachel Doucet,46:38,Love you
Galilea Rivera,46:38,PLAY ROBLOX PLZ
Ryan Hovell-Erasmus,46:38,hi sniper love you
Liz Cat,46:39,can I play a mach with you please
Yandel Guerrero,46:39,:oops:
karan ranga,46:39,binod
Certi .C,46:39,hi
Shemica Wiltshire,46:39,I love u
Goose Without a knife,46:39,HOW MAY DAYS DIS VIDEO IS GONA TAKE
Louie Lol,46:39,Can we play
Kelsey Brewster,46:39,omg
peighton warren,46:40,Lol
Samkelo Mbatha,46:40,hih
Leticia Moerschfelder,46:40,i best at fortnite but your better
Pavan G K,46:40,Hiiiiiiii
Its Myleene,46:41,HI SSNIPERWOLF! I LOVR UR VIDS
Sprinkles 4ever,46:41,pls play roblox or mincraft *dabs*
Anna Williams,46:41,Notice me please!!!!!!!!!!!!!!!!!!!!
Sako,46:45,Wanna play duos
Harry Hart,46:45,hi
Joshua Powell,46:45,Hi
Eve Severa,46:46,OMG OMG
Amy GSR,46:46,HELLO SSNIPERWOLF!!!!YOU'RE MY FIRST FAVORITE YOUTUBER IM SO EXCITED:elbowcough::elbowcough:Can you be my friend.
Natalia Solorio,46:46,Hi
Carla Castillo,46:46,play Roblox lia
Donut/ Slimequeen63,46:46,HELLO
JK girl RM girl,46:46,bts
Samkelo Mbatha,46:47,ih
Renate Beisswenger-Mooney,46:47,Sssniperwolf
Albert Morales,46:47,hi
maison jobber32,46:47,pump
Idhant Harikrishnan,46:48,SOMEONE ASKED ME THE OTHER DAY IF SSSNIPERWOLF IS A KARDASHIAN??////??//
Kim Parker,46:48,IM A NEW MEMBERRR
Bruh,46:48,Ow u okay
melyssa z,46:48,Oof
Madais Sanchez,46:48,HI
Alex Martinez,46:48,tuerk in fortnight
fortnight fan,46:48,when did you play fortnite again
manuel escamilla,46:49,I love your vid
Oshea Martin,46:49,Hi sssniper wolf im a huge fan of u I watched ur videos
Burkley Myers,46:49,I see you on fortnight right now I’m playing with you well was
Brianna Hawkins,46:49,Hello sssniperwolf
Jojo Panda,46:49,Hey lia
DEEMAH AL-ATTAR,46:49,don't shout
Kim Parker,46:50,HI
Adrian Scott,46:50,lol
Sierra Sapp,46:50,Hi
Claudia Velasquez,46:50,can you show us your locker
EnSteel Creativity,46:51,Lol
Oofer Oof,46:51,e
Shemica Wiltshire,46:51,lia
faith chikanyawu,46:56,HI I
Heather Kampe,46:56,hi simp
Vanessa Torres,46:56,lol
Jaylah Anderson,46:56,Hello
Donna Mayers,46:56,lol rip head
Idhant Harikrishnan,46:56,SOMEONE ASKED ME THE OTHER DAY IF SSSNIPERWOLF IS A KARDASHIAN??////??//
agack gaming,46:57,Re
Home For Hedgehog,46:57,watch stars align
Love ItAll,46:57,Big oof
8A Family adventures,46:57,jk I am not a noob
Little_Layla gacha,46:57,hiiiii
Siyamo Tilley,46:58,Hi
N̶o̶b̶o̶d̶y̶,46:58,DUDEEEE I love you :(
Mojisola Ogunmola,46:58,hi
emma embel,46:58,plZzzzz say hi to me I been your fan is 3 years plzz
dark wolf,46:58,well good jod:virtualhug:
MyzelTiktok Firmalino,46:59,hi
Isabelle Beacraft,46:59,you got to get a car🚗
Natalia Solorio,46:59,Hi
Annabelle Ingabire,46:59,My bday is in 2 weeks and I would like a shout out for my bday
Ana Donskov,46:59,❤️
Shea butter ASMR,46:59,Hi!!
lxnd0n,46:59,lia wanna play PLEASE!!!!!
Olivia Does Art,46:59,U WERE REALLY GOOD
Ashley Lewis,46:59,hi
i_Do Gacha,47:00,dont look at the chat unless you want a headache
Zaya Hussain,47:00,you can ready up without goung back to lobby
Lamia H,47:00,U should OPEN AMMO BOXES
ZOOMAR,47:00,Lia needs help
its[panda] playz,47:00,its my birthday
Neo Poddany,47:00,​love lia mhaw kisses 😘 It’s my birthday today
byear reed,47:01,😂
LeilaPan,47:01,hiiiiii
faith chikanyawu,47:01,HIHIHI
Jalyn YT,47:01,get a car
Molly Gilreath,47:01,hahaha
Izzy Jones,47:02,hi
Taylor Prevett,47:02,hi
Popo Bolu,47:02,hi sniperwolf
Lolita Garcia,47:02,hello
court marie,47:03,I sniper wolf
DA BOI,47:03,hihihi
SOF34,47:03,Why are you going to lobby ?
Dylan Stewart,47:03,new dance
Ruby Valdovinos,47:03,😹
Cryer,47:03,you should watch danganronpa
Stip Stip,47:03,kann j plis say cool
Liz Ditzen,47:03,hi
gio gaming P.G,47:04,kik
Gamaniel Campos,47:04,Hi
Terrel P,47:04,Hi
Rachel Bizzell,47:04,hi
Marayah Love,47:04,Hi👋
Rhianna Pollock,47:04,I tried adding you
Victoria Colflesh,47:05,u ever watched Sailor Moon
Adi Durici,47:05,sniperr
Kadlin Faugstad,47:05,OMGG
Katie K,47:05,Say hi iz bee
Alkan Ündemir,47:05,hi
Marissa Davila,47:05,i agree
peggy Spees,47:05,yo
Mary Canter,47:05,HI
Eatyohoes69,47:06,Crazzzyyyyyyy
Shahana Hosein,47:06,LOTS OF LOVE FROM TRINIDADDDDDDDDDD
Baby Sharkpuppet,47:07,Hi as sniper wonlf
Norman Zuniga,47:08,hi
Gideon Sebrechts,47:08,i have deppresion
Lnz Clapzy,47:09,Hi
baby Izzy,47:09,HEY ITS ALMOST MY BIRTHDAY NOTICE MEEE
Joshua Yakubu,47:09,hi
kalina gamin,47:09,👋
{ Shadow_Chan_Edits },47:10,can you try to get a mythic?
Dhylan Gilbert,47:10,hi lia
Hannah louis,47:10,can u play roblox????
Arij Shafi,47:10,Try say my name
Galilea Rivera,47:10,PLAY ROBLOX PLZ
Donavin Nelson,47:11,can we stream snipe
Ice Wolfy,47:11,First time in a while it’s ok!
Diana Cole,47:11,I DARE YOU TO GET 5 KILLS WITH A UNCOMEN GUN
thenerdykingdom35,47:11,"Play Yandere Simulator, because I wanted to see if you like that game or not-"
{`Gold cat Sleeps`},47:12,hiiiiii sniper:yt::yt::yt::yt::shelterin::chillwcat::shelterin::chillwcat::shelterin::chillwcat::shelterin::chillwcat::shelterin::chillwcat:
Laila Hart,47:12,Hiiiiiiiiiiiiiiiiii
LOEYAL,47:12,I hate fortnite tho😫😫
erick estrada,47:12,hi
Skyler Flippo,47:12,hiiiii
LeilaPan,47:13,(leilas kid the whole thing)
Cookie rainbow,47:13,Don't worry sniper I had trouble to
Anokhee Khandeshi,47:13,binod
You Weird,47:13,Yeet
MinecraftLoverTay258 Shamper,47:13,I LOVE YOU
kitty corn,47:14,hiii
Willow Tripp,47:14,I LOVE YOU
Diana Mangum,47:14,I love your videos please watch attack on Titan like the whole series😭
hevin 711,47:16,can i friend u plz
Sabeen Khan,47:16,ive never EVER typed so fast in my life
Adi Durici,47:16,im not new
Nia's Dream,47:16,hi i am a big fan
Lex Lawson,47:16,ahhhhhh
TurtleSaverSara,47:16,SUSHI🍱
Celeste Mendoza,47:17,hi
WEEB_ GIRL,47:17,love chu
Hunter Richards,47:18,Hi
Luminous,47:18,Do you know what is Roblox and Discord
Raya yt,47:18,please say hi raya:yt::stayhome::yt::stayhome::yt::stayhome::yt:
Winnie Dong,47:18,Why are the characters wearing heels
elyana diaz,47:19,hi
Brehana Gassaway,47:19,Hello
Aderinsola Olarinre,47:19,HI
Michael Musonda,47:19,i love sssniper wolf
Feda Alomari,47:19,hi
Cheryl Jones,47:20,WHY FORNTNIGHT
Wolf Lagacy,47:21,hello
Molly Gilreath,47:21,say hello
Arrionne Hollis,47:21,HI TAMIRA
Alexis Rands,47:21,Ur the best wolf
Joshua Yakubu,47:22,hi
Mohammad Faizan,47:22,😁 B I N O D 😁
Riley Richards,47:22,Hey NOTICE me please
That Guy Bolton,47:22,the struggle is worse in overwatch
Andreja Kundija,47:23,LEAH CAN U PLEASE NOTICE ME- OOF ❤
Jazzy Katz,47:23,hi lia
Son Goku,47:23,moooooooo
Neidy Gonzalez,47:23,I've been a fan since you started YouTube.
Isabelle Beacraft,47:23,hi
lιl σяєσ,47:24,HELLOO!!
Ricardo Chavez,47:24,hihi
Jaylin Jackson,47:24,fortnite sucks now
stellinha1000,47:24,HIIIII
The Atomic Fox,47:24,plz
Sunita Grover,47:24,????
Malia Townsend,47:24,Hi love you videos
Rose Smith,47:24,car please drive a car😭😭😭😭😭
prince of flames,47:24,hello
Stephanie Guerra-Conde,47:24,say my name
Melyssa Molina,47:24,hi
Lex Lawson,47:26,I a huge dan
Marc Kulczycky,47:26,hi
Celeste Mendoza,47:26,hello
MinecraftLoverTay258 Shamper,47:26,I love you girl
luke the nuke,47:27,👁️ 👄 👁️
Gracie K,47:27,HIIIIIIII
leandri kirsten,47:27,something is wrong you lagging hard:buffering::buffering::buffering:
Melica Felicean,47:27,hi
{•Alpha Wolfie Gacha•},47:27,Hi
erick estrada,47:27,hiiiiiiiiiiiiiiiii
Ananya Biradar,47:27,hello there
Tarik El Hadi,47:28,Sniper wolf I love your videos this is crazy I like it’s my first time streaming with you talking would you please do more streaming
ileana vinod,47:28,am I the only one texting
WAYFORTSTILLPLAYS,47:28,:0
Zakariyya Bosman,47:29,hi
Brianna Salcedo,47:29,Hello
Mr. Hedgehog Plays,47:29,lia can i join you ❤
Botlhale Mashiane,47:29,waaooooooooong
NIYA REJI,47:29,hi love you
Aanisah,47:31,Hi
Roy Khibo,47:31,can i play
Kevin Crook,47:31,I’m in silver tin
Siena Guglielmi-Pacariz,47:31,how is ash
Mia Bastardo,47:31,Hiiiiiii
Serrenity R,47:31,hiii
La vida de un Marijuano,47:31,Hiiiii
BloodMoon 356,47:31,Hi sniperwolf I a bigggg fannnn
Venice Myers,47:31,Can u try watching kakegurui is sooo Great I should watch it
Alexis Guerrero,47:32,hi
Danielle Hollenbeck,47:32,hi snipper in a big fan
dawn paulson,47:33,"OKAY FOR THE LAST TIME DO ""T DIEEEEEEEEEEEEEEEE"
ikoka China,47:33,PLAY ROBLOX
Delanoss,47:33,its been forvever since ive been on your stream
Louie Lol,47:33,Can we play
Amanda Goodwin,47:33,yes
Donna Mayers,47:34,I LOVE U SSSNIPERWOLF MY BEST YOUTUBER
Brianna Salcedo,47:34,Your the best
Emily Flores,47:34,HAIII BEST YOUTUBER
Kitten Boom,47:34,I have to go byeee
Oria Creech,47:34,I'm your biggest fan
Sajitha Sajitha,47:34,by
Jose Valle,47:35,[hehe]
Ashley,47:35,WOLF PACK AWOOOOO
Goose Without a knife,47:35,HI LIA
FOF abed,47:35,سيسيي
Its Myleene,47:35,HI SSSNIPERWOLF I LOVE U
It's Dj Dozer,47:35,Hola
Anna Williams,47:35,Hello
Bradley Macdonald,47:35,you have not played fortnite in so long
josephine yeboah,47:35,i missed the old fortnite
Gideon Sebrechts,47:36,il watch my fav yt befor i end it all
Arya Feickert,47:36,hi please say hi back
grace S,47:36,HI
Linda Irsik,47:36,Hi
Dengnah Guzman,47:36,CAN U SAY HI DANA😁😁
itslayyy slayy,47:37,you can ready up without leaving
Kitkatdummy 98,47:37,R u making a video
Tanner Bassist,47:37,aye yo!!!
keyla salmeron,47:37,i am crying
alison hernandez,47:37,hey hey hey
Marley Lilly,47:38,love your videos
Yaissel Rivera Rangel,47:38,hi
ASHNA GOLD,47:38,SAY HI JADE 👋 ☺ 😊 🤗 🙂
stellinha1000,47:38,My cat is cartoon cat sniper
Kathryn Salsberry,47:38,helloo
Brianna Salcedo,47:39,Your the best
Alexandru Iacob,47:39,hello
Yoo it’s Stella’s Chanel,47:39,I’m not allowed to join cus my mom won’t pay for it
BSIyukii yuki brawl stars,47:39,shes out Alpha
Brian Redman,47:39,How long is this stream
lzeeful,47:39,Hiii ss
Kalina Wu-Norman,47:39,whaz up lia!
Shenoa Tapia,47:40,Hey gurl
Yassin Hesham,47:40,It’s yassin
FireyIsHere,47:40,yeet
Marnie Wolf,47:40,COFEEE
Nadia Curtis,47:41,hiiiiiiii
Lolbit 101,47:41,Can u say APPLE BOTTOM JENNS
Amanda Z,47:41,How r u
Katie - PlayzRobloxx,47:41,OMG HII
Patrick Rivas,47:41,Wanna play some fortnight 😏
Theytiny Gaby,47:42,hello
Nicole Canipe,47:43,Hi
Arij Shafi,47:43,I’m too poor to b a member
minyt yt,47:43,hi
Fajar Hasan,47:43,say my name
queen_of UwU_land,47:43,hi
Rosio Sanchez,47:43,lol
Ziva Samdaan,47:43,HI
Sydney Payne,47:43,PLEASE
Rico Migeul,47:43,HI
??????,47:44,I love u
Maria Velasco,47:44,Hi lia
Nathalie De Alba Hernandez (Student),47:44,hoi
Melina Garcia Escalante,47:45,hi
mame ido,47:46,Plz
Manuel Lopez,47:46,Love u I’m a girl btw
Ikémen Princess,47:46,I have to go soon...
Norma Sparks,47:46,Ello
Bella Barcenas,47:46,Same girl😂😂
angelina polar,47:46,I'm 10
Sassy Sammy,47:46,U should watch rwby on YouTube it’s animated
Reshon White,47:47,Hi
Lord kirio46,47:47,I wish I was in the lobby
Princess Ki Ki,47:47,Hheeehhhhhe
Ashley sky,47:47,🤪
Christen-Emma Ferreira,47:47,hello:yougotthis:
Trustin Green,47:47,Hey
Lilee Phillips,47:47,I cant join bc it costs money :((((((
Areny Hajiakian,47:47,Lia pls say NANI!?
Mukhtar Farah,47:47,Watch the misfit of demon king academy
Ryxnjc,47:48,👁 👄 👁
Noodles 2311,47:48,Me tho!
playing roblox with Rhianny,47:48,i love your videos
king jason,47:48,hi
Ernesto Palafox,47:48,hi
Sierra Sapp,47:48,Sup
The EVERYDAY HUSTLE,47:48,😛
Austin Molina,47:49,Hi
Max The gamer,47:49,신규 회원
amyash04,47:49,hiiiiiiiii
Adam Bomb,47:49,Or fortilla
Mason Bradshaw,47:49,Hey
Mateo Johnson,47:49,lia say hello to me please im mateo
Dasha Ruiz,47:49,Hi lia
Jordan Garcia,47:49,😄😁😊
Sofia Zaragoza_Duarte,47:49,Love you’re videos
Kenny 23 Fortnite,47:56,I added i
Bluey Wolfy,47:57,I'm going vroom vroom in my truck in fortnite
Sebastien Rosena,47:57,Hi
Shatha Benamer,47:57,hi
Carline Melek,47:57,Hi
faith chikanyawu,47:58,HIIIIII
Irene Mitchell,47:58,HI
Cool Cat,47:58,Hellooooooooo
Alexandra Terry,47:59,I love you
Raya yt,47:59,hi sssniperwolf your are so pretty I love you 😘😘😘😘
Abby Pearson,47:59,please say my name
Samkelo Mbatha,48:00,hi
Samkelo Mbatha,48:00,hi
Brianna Hawkins,48:00,How long is this dream
Ana Leona Josipović,48:02,Lia hiiiiii
Maeve Fagan Seltzer,48:02,YET POT
Abby,48:02,I'm such a big fan
Brittany,48:03,LIA DO YOU WATCH HAIKYUUU❤️❤️❤️❤️❤️❤️❤️❤️
Gemma Sulcer,48:03,Hi
Leslie Berg,48:03,Hi
Muna Kelifa,48:05,hi
Ashley_pokemon_,48:06,Ssniper!
Beantgill KaraheWala,48:06,cars are in the game
Ava'sEverything,48:06,PLZ TALK TO ME!
Elena Bercu-Lyddon,48:06,hello terns out I was glitched
Jloves roblox,48:06,Hiiiiii plz say hiiii back
kitty corn,48:06,awooooo
dawn paulson,48:06,now...WINNNNNNNNNNNN
Fiona Collins,48:07,🐱🐱
I'm Nicole,48:07,ILYSM
kanze Nasr,48:07,hi
Jackie Sanders,48:07,haiiii Sssniperwolf
Braxton Klein,48:08,Hi
Naseeha Ismail,48:08,please reply
Diane Faith Castro,48:08,PLS SAY HI
Juliana Martinez,48:08,Hi lia!!!! I love you
Burhanuddin Bhanpurawala,48:09,binod
Zaahir Poole,48:09,hey
dark wolf,48:09,ekkkk i love this youu but I'm a girl :-[
niel gupta,48:09,SAMMY PLEASE PLAY ROBLOX SAMMY PLEASE PLAY ROBLOX
Too_ Cool_937,48:10,hi
Jersynio Simeon,48:10,hey my name Samantha
Kristen Spann,48:10,notice me please reply
Fajar Hasan,48:11,say my name
Ashley Penaloza,48:11,Plsss say hi to my dog gorba
Giana Rosario,48:11,Really!?
Ryan Basks,48:11,Is plz reply my sister would love to play with you
Pretty_girl Tee,48:11,hellloooooo
The Leo Gamer Mc player,48:11,LIA YOU NEVER REPLY TO ME
Damian Hernandez,48:11,Hello
Tony Quinones,48:11,how are you today?
nibby noo,48:12,please say niamh
Sydney Payne,48:12,pleases
Thegamingavain,48:12,333k people watching sssiperwolf getting hungry every body:this is what we came for
SOLANGE NIYONYISHU,48:12,my first time seeing you live
Luna Quetzal,48:12,do you want to be my friend
gaia hu,48:12,Lol 😂
Sebi Radu,48:12,pls
Tia Peatry,48:12,Lia can I add you on fortnite
Marie Una Azema,48:12,hi
Zodiac Gacha,48:13,LEAH REPLY PLZ I WANT A HELLO
Amy Aversano,48:13,🦆
Charity Harris,48:13,how long are you gonna play
Molishka’s World,48:16,Hi!
MeepNuget gfvjf,48:16,shout out
T Williams,48:17,Are you playing customs
Shea butter ASMR,48:17,hi I love you ❤️❤️❤️❤️❤️❤️
tamryn pollock,48:17,car car
grace sullivan,48:17,hi sniper!
ProMamaLlama !,48:17,what's your fps and ping
alejandra hernandez,48:17,hi lm a fan
MøonPie Gacha,48:17,I didnt buy it either
Kim Miller,48:17,Hiiiiiiiiiiiiiiiiiiiiii
Jhon,48:18,hola
emily emma,48:18,Can I stream snipe you?
Lea Saikaly,48:18,hi
Jonah Rocker,48:18,I LUB YOU
Aracely vaquera,48:18,hi
Yuuki,48:18,REACT TO UR OLD VIDS PLS
Mickyla Cullen,48:18,Hey Lia how are the dogs
Alonzo Lara,48:19,sssniperwolf say hi to me
Chila Chan,48:19,Love ur vids keep it up! 💖
Ella love,48:19,hey 😊
Valentina Vega,48:19,Just breeding pokemon here while watching u
Bolanle Bamgbade,48:19,Hi
Larry Morelock,48:19,you the best
kaitlyn pownall,48:20,please reply i love u
Deneza's World,48:20,😚😚😚
Leyland helo! TT Mcnicol,48:22,I love you vids your so funny can you say hi leyland
『•ami dot •』,48:22,👁👅👁
Mojisola Ogunmola,48:22,hi
Felix E. Cheese,48:22,Is she I. The chat
