댓글 작성자,영상 시간,댓글 내용 
M E,42:58,Super wolve how r u?
angie solis,42:58,LOVE UR VIDS
Eleanor OBrennan,42:58,I LOVE UR CHANNEL. I AM SUBBED TO BOTH. SORRY I CANT AFFORD TO JOIN. 👁👄👁
FadinqJane,42:58,my brother has a crush on you lol
Bryan Monje,42:58,hi
Jessica Snyder,42:58,Love your vids
Abigail Totten,42:59,OMG THANK YOU FOR SAYING DEATH NOTE I LOVE YOU MORE KNOW!!!
Essence Favers-Gaston,42:59,lia this is my first time on your live
Marayah Love,42:59,Hi
Sebastian Black,42:59,YESSSSSSSSSSSSS
devon gatey,42:59,Hij
Avic Delira,43:00,yes
Hannah Bowron,43:01,SSSNIPERWOLF YOU ARE THE BEST!!
Foxling Playz,43:01,STOP CHATING I NEED TO SAY SOMTHING
Angel,43:02,Mikasa lmao
Kiwi's Speedpaints,43:02,OMG I LOVE ANIME AND LIA 😆
Charlie Gonzalez,43:02,sup
Marlene Oviedo-Salinas,43:02,No
Ñight_płaýz,43:03,lol
Tapiwa Zimindo,43:03,eattttt
Spark Fishy,43:03,hi sinperwolf
Frankie Rivera,43:03,Hii
Hayder Altimimi,43:04,hi
Surya Krishna kumar,43:04,hi anime gurl
meme0 _cookie girl,43:04,I'm waching attack on titan
Patricia Flores,43:04,:yougotthis:
Jesse,43:04,AGHHHH
Bailey Smith,43:04,🍀
Finnuala Fatiha,43:04,hi
Pieter Roux,43:05,hiiiii
Damian Sosa,43:05,Watch hunter x hunter
ilirjana sefa,43:05,mine fav anime is dragon balls 😂
Erin21 S,43:05,Pls read the chat
Jehnoy xfinity,43:07,yes
briana moreno,43:07,hi
Renate Beisswenger-Mooney,43:07,Sssniperwolf hi
Chef Kenne,43:07,HIIII LIA
Yara ElChaar,43:07,dragon balls
Robert Valdez,43:07,Good game to start the game but it has a little more fun and fun game to start the day too hard for you
Thunder Dust,43:08,oh hi!!!
Ndella Dioum,43:09,Hi
devon gatey,43:09,Love you so much
Lano Zhiro,43:10,hi i love you so muh
Dina Alsanonnah,43:10,hi
Samkelo Mbatha,43:10,hi
juicy -yt,43:10,hi
eyad sayed,43:11,hello
Darian Garcia,43:15,i hate how delayed this stream is ❤
chillin gamez,43:16,roblox
Purple Star,43:16,I love your videos sssniperolf and digitalnex :3
Sheila Besenhofer,43:16,Hali on one of your biggest fans
Barbie Fisher,43:16,today i wished u to play this season and just play best day ever
IDJ Klima,43:16,hi
Hazel Harper,43:16,have you ever watched hazbin hotel??:yt::stayhome::washhands::washhands::washhands::washhands:
Epicdevtalk,43:16,Hi
Darkside,43:16,pls stop
꧁XxShadow WolfxX꧂,43:17,
Jesse Huber,43:17,which anime character could you relate to the most ?
ken savage,43:17,Hi
Yousef Osama,43:17,Royalty ✨✨
Bubble Buster,43:17,Attack on titan was good
Tori Banori,43:17,YOURE AMAZING
Kiara MCPHAIL,43:17,It’s 2am where I am
Winnie Dong,43:17,Fortnite for life
Samkelo Mbatha,43:17,hi
Daniel J Abbati,43:18,yooo
Karthik Sriram,43:18,NOT PLEASANT!!!!!!!!!!!!!!!!
Hello Autumn,43:18,Hello
lan test,43:18,im a fan since 5 years
Kathambi Juster,43:18,love lia Im her biggest fan in Africa
Leah Guerrero,43:19,Hiihi
Briana Rodriguez,43:19,love youlove
Cielo Sama,43:19,hiiiiiiiiiiiiiiiiiiiiii LIA
Scottlynn Mayes,43:19,😝😍
Lily Sameh,43:19,Favorite french youtuber
Jaymin duplessis,43:20,DO YOU LIKE NARUTO!!!!!!!!:elbowcough::elbowcough::elbowcough::virtualhug:
Deborah Liberty,43:20,hi
Diline Autamin,43:20,big fan
Fredrick Eason,43:20,lol
Noha Bekele,43:20,Please yeet someone
Ketchup Queen,43:21,HOW ARE YOUR DOGS?!?!?!?!?❤❤❤❤❤❤❤❤❤❤
Luis ivan Carcamo,43:21,hi
heathertocco,43:21,I can help you get a car a Lamborghini I’m in won right now
{•Leafy • Lollii•},43:26,LVYSM IM A WOLF PACK MEMBER
Sharon Thomas,43:26,hi sssniperwolf leah
Mitul Srivastava,43:26,binod
Amariah Binford,43:26,Hiii
its[panda] playz,43:26,its my birthday
The Three Amigos,43:26,moo
Logam Pegher,43:27,Hi
Joys Lovely,43:27,I am not going to write any more
eatchicken sssniperwolf iulio,43:27,hi
Viktorija Grigonyte,43:27,Hello
Stip Stip,43:27,kann j plis say cool :D
Vasilije Radunovic,43:27,hiiiiiii
M'ilcah Ukpere,43:28,where would you recommend to watch anime
Marc-Anthony De La Cruz,43:28,You are my favorite youtuber!
hi og,43:28,👉👈 hello
Giana Rosario,43:28,Your Awesome!!!!
angel vlogs,43:28,some gta what
DJPrincess11111 Smith,43:29,👁👄👁
Eyoel Zelalem,43:29,I wish u can play fortnite 😔😔😔😔
María Gusman,43:29,I have to go
Samkelo Mbatha,43:29,hi
ileana vinod,43:30,plz stop
AK - 05RC - Treeline PS (1479),43:31,HI!!!!!!!!!
Jed Kamau,43:31,Go BOTTEM LEFT
Ronaldo Casper,43:31,What's your Psn
Lia Dixon,43:31,"hi Lia we have the same name can you pls say ""hi Lia"" its weird because most people spell it Leah or Lea"
Kiva Harjo,43:31,e
Kalea Kaopua,43:32,hiiiii
Luke Z,43:32,Hi
meep :P,43:32,😎
Yuuki,43:32,REACT TO UR OLD VIDS PLS
Karlynn Rivera,43:32,I love your vids there the best I watch them every day and they even brighten my day
Suzanah Robinson,43:32,Beans
Layan Meshal,43:33,I love u
It's Just Tasha,43:33,gtg bye LOVE YOU GIRL!!!!!!!!! 💞💞💞💞
Macky Møøn,43:34,Wat going on
Wasabi The Watermelon,43:34,YOUR THE BEST GAMER YT
tiarah_wolf,43:34,i like it
The Foxxy Queen✨✨,43:34,Do you play Assassin's Creed?
Natasa Kon,43:35,lol
MORGAN CHIASSON,43:35,I love your videos ❤️
Hannah louis,43:35,can u play roblox???
ZOOMAR,43:36,But this FORTNITE how could you betray the fortniters
Kory Garcia,43:37,Hi
Mariam Mohamed,43:38,hi from America
Roe Holland,43:38,🍪
Alveena Zaman,43:39,hi
Sienna J,43:39,hi
ROBERT świst,43:39,HI LIAAAAA!!!
Alex K,43:39,Go middle island
Gacha Girl,43:39,HI
kitty corn,43:40,excatly
Venice Myers,43:40,Can u try watching kakegurui is sooo Great I should watch it
night fighter,43:41,hiiiiiiiiiiiiiii
Macey Allison,43:41,billie
Sheila Besenhofer,43:41,sorry I meant lia
Ashlynn Welch,43:41,lol
nibby noo,43:41,hi sssniperwolf
Jayden Lay,43:42,His
Belen Pacheco,43:42,Shout out pls 😄
its[panda] playz,43:42,its my birthday
jasmine gonzalez,43:47,sssniperwolf I love you so much my hole YouTube is search and everything is filled with you
Ayden Mabry,43:47,retro
Towera Zimba,43:48,CAN U SAY HI AMANDA
angie solis,43:48,:yt::yt:HEY
zane steinmann,43:48,my fav anime is my hero acadameia
PETRONELLA KALUWE,43:48,me and sssniperwolf
Ana and more,43:48,I love your channel so much
iiPastelCøokie,43:49,OOP
Dover Cut,43:49,😆
Tami Humes,43:49,i love ur vids
PATRICK FRANCIS,43:50,hi
Linnea Hem,43:50,:chillwcat::shelterin:
Wyteria Jacobo,43:50,lol i was just playing fortnight
Songbird,43:51,hello
Gideon Sebrechts,43:52,lia
Madison blvr,43:52,Hiii
Darian Garcia,43:52,notice me senpai
PETER,43:53,lm joining fortnite now
literal cats,43:53,hey lia how are you doing today? message from Can
mr. slapydap,43:53,goodness
Elitzz_suf,43:53,Hello
Tapiwa Zimindo,43:55,eat
Ari's Corner,43:55,HI SSSniperWolf!
curtis jones,43:56,hi
eatchicken sssniperwolf iulio,43:56,hi
PREETHAM SHARMA HIREMAT,43:56,I have to go study pls notice me Bai ;)
Eric Davis,43:56,hi
Mallory Brennan,43:56,:goodvibes:
chillin gamez,43:56,roblox
Lps Emma,43:56,haha she mad
Sofia Aoki Velasquez,43:57,I LOVE YOU SO MUCH
Cherry Edney,43:57,
progamer_xs _,43:57,hello
nibby noo,43:57,hi sssniperwolf
Curtiss Gray,43:57,hi I love your videos
its broski,43:57,me looks at chat the whole stream hears them screem looks at them quickly
Kory Garcia,43:57,Hi😂🤣
Niniz the fortnite G.O.A.T,43:58,who is down to play fortnite
Samkelo Mbatha,43:58,ih
moden ix,43:58,let's go
Baby yoda,43:58,hi
GamingWithMig !,43:59,hey
Aisha Ibrahim,43:59,WHO PLAYS FORTNITE
OLIVIA STIFF,43:59,XD\
Beatriz Rivera,44:00,YOUR SO LOUD!!!!!😅
JanAntony Torres,44:00,:videocall:
Grace’s Life,44:00,:chillwcat::shelterin:
Kira Swygert,44:00,LMAOOOO
Theglampotatochipsgirls,44:00,Love u guess
tiger 2.0,44:00,hi
Noha Bekele,44:00,Please yeet someone
Nicole Hernandez,44:00,hi
Cookie Aftons,44:01,:elbowcough:
Ghost Ghost,44:01,👀👀👀👀
Janet Biddle,44:02,get it quick
liny alien,44:02,OMG
Tigress Cuneo,44:02,Haiiii
Georges fun time,44:02,what i hate fortnite
Katlyn Brady,44:02,Goo sniper
Luke Gamer,44:03,Hoiiii
KyndallCharie,44:03,hiiiiiiii😁😁😁
Christoper The Sleepy Head,44:04,e
Nascar Blood,44:04,신규 회원
Ryan Fong,44:04,is my birthday
Aaron Tucker,44:04,Can you play Fortnite with me pls
Amya Mendez,44:05,👁👄👁
Hailey Kennedy,44:05,OMG SHE SWEARED
Wambui Kanyi,44:05,hi
6 G-02 Arora Aarna Sandeep,44:05,hi!
cortlin adkins,44:05,Gift
jinx,44:05,👁👄👁
Faye Beau,44:06,i'm back
MeepNuget gfvjf,44:06,nanaananananaananananan phone
Karthik Sriram,44:06,THIS IS FORTA!!!
Pennie Perry,44:07,hi
Albert Morales,44:07,hi
barbie 3,44:10,GTA
Dominga Ramirez,44:10,say my name if you want to be my friend
nibby noo,44:11,hi sssniperwolf
Braelyn Jordan,44:11,# love sssniperwolf 😁
Fortnite Stuff,44:11,lag
Samkelo Mbatha,44:12,hi
Jennifer Stimits,44:12,🥳😋🤨
Christina Allen,44:12,Hai
Briana øx UwU,44:13,XD that was funny!!
Lena Cheritt,44:13,Hi
Avanaid McTear,44:13,SNIPER I WON A GAME
Lia Dixon,44:13,"hi Lia we have the same name can you pls say ""hi Lia"" its weird because most people spell it Leah or Lea"
moon Mahbub,44:14,BINOD
Tapiwa Zimindo,44:14,eat
Liam Brill,44:14,Your only level15
Sharon Soto,44:14,hi
Nuggie's Planet,44:14,noice kill
Raya yt,44:15,hi sssniperwolf your are so pretty I love you 😘😘😘😘
Enjoy Noord-Holland,44:16,hi
Sienna J,44:16,hiiiiiiiiiiiiiiiiiiiiiii
kit kat,44:16,hi
Jennifer Maples,44:16,OMG HIIIIII
Austin Gilbert,44:16,Watch tiko
Eva Ferreira,44:16,Heeeeeeeeey!
Marc Kulczycky,44:16,my b day is oct
ZOOMAR,44:17,Yes sirrr
unicorn girl1234,44:17,신규 회원
Ashely's World,44:17,CAN I BE IN YOU.R VIDEO
Diana Portfolio,44:17,Hi!!!! 💐🌞🤩😛
Brianna Hawkins,44:18,Hello
Blackpink Jisoo,44:18,sayy hi linaaa
Katie Mcmahan,44:18,hi can you go live on Instagram
diabloivt,44:18,hi sssniper i have seen you videos for 2 years
Young Jet,44:18,Hi
Here for the Vibe,44:18,🦉🦉🦉🦉🦉🦉🦉🦉🦉 bokuto!
Little Bat,44:18,Heyyyyyyyy
Itz_Emie's Channel Of Weird Stuff,44:18,hi lia I am a big fan of you I'm sorry I can't join:(
Hailey Haddad,44:18,omg hi sss
Samkelo Mbatha,44:19,hi
Lillian Smith,44:21,hello
Braelyn Jordan,44:21,Get them
Derlene Tortice,44:21,Your good
Sssniperwolf Fan,44:21,NOTICE ME SENPAI
Its Passion World,44:22,I got to go ☹️ bye
Kool Kat,44:22,I love you and digital
Jayden Lockhart,44:22,CHAT GOING CRAZY xD
Moon33 Moonlight,44:22,Hi
luke the nuke,44:23,can you do a creative live stream with code
Harp_ Angle,44:23,YAAAA😆😆😆😆😆😆:thanksdoc::thanksdoc:
Ermalinda Domingo,44:23,omggggggggg
Oladipupo Omole,44:23,"How you only on level 15 ,I be out here on level 109"
Karlie Macias,44:24,U r the best YouTuber
Elijah Moreno,44:24,hey
Isabella Hunt,44:24,:shelterin::shelterin::shelterin:
Fotniteboy2468 YT,44:24,Can you say my name
Jayla McArthur,44:24,I wish i could send money to you D:
Dashurie Cala,44:25,me
Student Annabell Burns,44:25,HI sniper love u. u inspire me
ekow mensah,44:26,i am your biggest fan
Asmaa Ahmed,44:26,I dare you live in this house
Bad Zombieplayz,44:26,TROLLOLO
Amarii Walker,44:26,SSSniperWolf hi i hope u see this i am a huge fan
Janae Belle,44:27,I love you
Towera Zimba,44:27,CAN YOU SAY HI AMANDA
Erza Scarlett,44:28,death note was sooooooo good I could barely sleep without like thinking about what is going onnn~•^•
Sakkubai Ramdas,44:28,binod
Berserker Family videos,44:28,Hello
A animation WOLF,44:28,I'm watching this on my TV but writing comments on my tablet👁️👄👁️
Evelyn Pung,44:29,I just joined :)
Clodagh Morris,44:29,omg hiiiiiii
Tatiana Kov,44:29,your the best!
Giulianna Dykes,44:29,I am a big fan
Viktorija Grigonyte,44:29,Sssniper wolf
Ninjacatlaw,44:29,Does she have stream delay
Jessica Parker,44:31,👍😃
Melvin Pineda,44:31,hiiiiiuu
Ryxnjc,44:31,why arent the images in ur inventory loading
Thegamingavain,44:31,Ssniperwolf why are u so much better than me
Luca Costin,44:31,dang this is full lmao
gacha cat Katherine,44:31,👁👄👁
Marissa Decker,44:31,omg
Tay Hyl,44:31,It is my favorite channel on YouTube
Fiona Collins,44:33,I love your videos
Ziola Francis,44:36,hey
Kaleb Hoffman,44:36,love you
Zuzanna 🐼,44:36,so luckyyyy
Nathan Garza,44:36,I watched you all the time on my other account
valentina komel,44:37,hiiiiii
Niko Soldan,44:37,Hi
Jane Kirema,44:37,👏🏿👏🏿👏🏻🤖
Xoliswa Ndungane,44:38,Your the best
Itzcharlie Wëirdø,44:38,O-O
Brianna Salcedo,44:38,Your the best
Leevega7720,44:38,play apex legends
Teleia Sanders,44:39,hi
Sakkubai Ramdas,44:41,binod
adam smith,44:41,OMG CHILL CHAT NEEDS TO SLOW DOWN
Major Megadeath,44:41,😀 hi
Eldrich Kleynhans,44:42,hiiiii guys
kk kc,44:42,carlo
Laura Murphy,44:42,Can I join you
CJ KilGus,44:42,lol
Susie Bill,44:42,Can you start playing the scary teacher or hello neighbor love you and your videos♥️💝❤️
kristalynn jimerson,44:43,HIH
Love Nature,44:43,lol she's a bot
dal CEO di buone ferie,44:44,🙂
『•ami dot •』,44:44,Elllo elllo elllo
Hanad Abdi,44:44,hi
Kaylee Hedrick,44:44,U ARE STUNNING
Aden Blake,44:44,hi
Richard Wilkinson,44:44,hi
Mirna Lizama,44:45,hi
Jayce Hitchcock,44:46,hi love your vids
Rubie Zamorez,44:46,I love you
Clvudii Ona,44:46,She is so dang good at playinGGGgG
Hyab Solomon,44:46,hiiiii
luzxyツ,44:46,can we play together
LillyWolf Kittens,44:46,Hi
Antonio Estrada,44:46,my cousin said to take a bath
Takara Baker,44:46,big biggggggg fan
LINK. LOOMSY,44:46,hi i like you
A Jenkins,44:47,your a god
Brehana Gassaway,44:47,say bre plz I love your vids and I would really love to hear you say my name even someone on live stream can
Kayla Swarts,44:47,Who else thinks she's amazing
Nayana Sethiya,44:48,heyyyyyyyyyyyyyyy:elbowcough::yt:
Axil Tom,44:48,I LOVEYOU SNIPPER WOLF💙💙💙💙💙💙💙
EmmaJane Banu,44:49,I love your vids!!!!!!
Venice Myers,44:49,Can u try watching kakegurui is sooo Great I should watch it
Samkelo Mbatha,44:49,hi
Jessie Andres,44:49,HELLO
Emma Zelaya Zelaya,44:51,hi
Jennifer Koski,44:51,Omg Sssniperwolf
Janae Belle,44:51,:virtualhug::yt::yt:
oof adventures,44:51,Dang
Weird Emoji Man,44:52,LIA THE ITEMS IN YOUR HOTBAR ARE NOT SHOWING UP
cherry love,44:52,hello
avery Champagne,44:52,Hi
A Millen,44:52,:virtualhug::yt::yt:
Vad gör Jag här?,44:52,YESSS Lia finally
Samkelo Mbatha,44:52,hi
•Łemøñ• •Cāķē•-•Ğāčhā•,44:52,❤❤❤❤❤❤
kail4850 kail4850,44:52,hi
Shaikha Alkhaili,44:53,Say hi Shaikha
OLIVIA STIFF,44:53,😆
ahnaf prionto,44:53,binod
Deralynn Longshore,44:53,#WOLFPACK
Gia Mendez,44:53,I love how she isn’t the bragging girl
Patty Leonard,44:53,OOOOOOOOOOOOO
mame ido,44:53,Plz say my name
1gosparty,44:54,play the park
Kemari Lawson,44:54,So TT
My Slime Recipes,44:54,Eeeeeeeekk
Gacha_Este 2516,44:54,IM LEAVING BAIII
100 subscribers with one video challenge,44:57,Say hi Lana
Baba FC,44:57,hi hi hi hi
Abril Guzman,44:57,hi
lachicamexicana,44:57,hiiii
Shalini Dip,44:57,hi
Jayla McArthur,44:58,I LOVEEEEEEEEEEE YOUUUUUUUUUUUUUUU
katara,44:58,Hi
Stip Stip,44:58,kann j plis say cool
erick estrada,44:58,hi
Amy Straate,44:59,I LOVE UR CHANNEL
Curtis,44:59,hi
Sssniperwolf Fan,44:59,NOTICE MEEEEEE😭😂
Uraraka Pup,45:00,Hi
Ashley Wilford,45:00,she hasn't played in a while that's why she's on lvl 16
Laishha Mejia,45:00,Huiiii
BexElle S,45:00,👩🏻‍🤝‍👩🏼
ArtsieTola ʕ•ᴥ•ʔ,45:00,E
hi og,45:00,:chillwcat::takeout:
Lillian Smith,45:00,hi
hi og,45:01,:learning:
MinecraftLoverTay258 Shamper,45:01,YEEET
Ananya Sood,45:01,ur finally live
Loryn Barger,45:01,Hi 👋 hihihhihi
geni prifti,45:01,dendendendendedenden
Crazy Tail Beast,45:02,wow
KEFAET SALI,45:02,I love your vids
Sienna Robinson,45:03,fort
Stephanie Torres,45:03,Hello
Ellison Family,45:03,The best streamer ever
Scarl DoesStuff,45:03,THE CHAT NEEDS TO CHILL
Lizzie shifferson,45:03,I'm poor so I'm sorry I can't contribute or join
Medeea Roiniță,45:03,😂
Jorge Valencia,45:04,신규 회원
Tiktok TrendyCompilation’s,45:04,:elbowcough:
April O'Brien,45:04,hi
Wisdom Jamison,45:06,please answer me
Adrian Warden,45:06,are u doing custom
OwO the UwU,45:06,lol I hate fornite
Ryan Whittaker,45:07,im a big fan!
Jaycee-Rae Oyston,45:07,I didn’t know sniper wolf can play fortnite
haleyah and honour dahlin,45:07,hi
naenae barnes,45:07,:buffering::buffering::buffering:BIG OOps
100 subscribers with one video challenge,45:08,Say hi Lana
Albert Jamora,45:08,Love your vids
Marissa Kmiatek,45:09,Hiii
The Animals,45:09,OMG hi
Princess Harper,45:09,Helllllloooo aaawoooo
hi og,45:09,:hydrate::sanitizer::videocall:
Ali John,45:09,😘😘😘😍
MeepNuget gfvjf,45:10,uwu
Asmaa Ahmed,45:10,AYYEEEEE
Lillie Blackgoat,45:10,hi
liquid rust48,45:10,hi
Goose Without a knife,45:10,HI WOW HOW MANY PEOPLE IS COMENTING
Addie Vlogs,45:10,Biggest
Hope Lenthe,45:10,👁👄👁
Elizabeth Rood,45:11,i belive in you
Pro Genius,45:12,i love your videos omg
Mat Matik,45:12,hi
Latte_chox,45:12,Hiiii OwO
Aquatical,45:12,Can I add you on fortnite.
Tracey Tidball-Zapp,45:12,im bored im bored im bored
•Gãçhâ_ ØwØ•,45:12,Me crying
Nicole Beverly,45:12,Love you
kitty corn,45:12,hi
ileana vinod,45:13,omg
Forest AJ,45:13,LIA
REE_DOLPHIN,45:13,Hai
Kelsey Brewster,45:13,yeeee
Adriano Johnson,45:14,sorry that was my cousin
Kazima Sheik,45:14,hi
Aria Aria,45:14,I live in Greece I'm on vakason right now
HAHA HAHA,45:14,yes you play now
EmmaJane Banu,45:15,never stop posting videos please! I lov ethem so much!
Krippzy,45:15,ig/Monitor
tammy branham,45:16,no
Dragon Playz,45:16,hahahahahhahahahhaha
cherry love,45:16,you are cool
Elizabeth Hunt,45:16,My friend and i are big fans of yours and have been watching your videos sence forever.
Svpreme Tristan,45:16,Hi
Rosio Dominguez,45:16,have you ever watched this anime called Haikyuu?
C Stocks,45:16,😺
dollie carco,45:17,OML I LOVE UR VIDS
pastel_kitkatYT,45:17,HI SNIPER WOLF!!!!!
Joy Williamson,45:18,I am your biggest fan
Hope Lenthe,45:18,👁👄👁
GUN NY,45:18,BINOD
C M,45:19,oop
Gideon Sebrechts,45:19,i have deppresion😓
Sasaki UwU,45:19,
TheTigerPlays Official,45:19,YESS LIA
Sydney Kendrick,45:20,car
Xox_kaii _,45:20,Lia have u won a round yet?
Addison Omg,45:21,Omg
YesNo,45:21,SSSniperWolf with no sniper????
- F A L L I N G F O R M E -,45:21,Fork knife
Albert Morales,45:21,hi
María Gusman,45:22,hi peasent
Maria wellman,45:23,#wolfpack
Salty Spoon,45:23,🍒reveal?
Giulianna Dykes,45:23,hi
Davis Wanjohi,45:23,sniper what is the last time u trick shoted someone?
Shaikha Alkhaili,45:23,:virtualhug:
Itz_Charli :3,45:24,SNIFER
Ashley Reid,45:24,Mhmmm
Abbyx Child of God,45:24,:elbowcough::elbowcough::elbowcough:
Danielle Garbould,45:25,the last time i saw u play fortnite was 2 years ago-
Joshua Powell,45:27,Hi
Dana Ellis,45:27,Hai lia
ally rose,45:27,I can not keep up:elbowcough:
XxDot PlayzxX,45:27,I’m back!
Thor Noble,45:27,hiii
Tofuisnot Rice,45:28,promised neverland
Mimi Yoda,45:28,fire
Miana Camilleri,45:28,sniper wolf i am a really big fan
Carolina Guadalupe,45:28,wow
Rhea McNally,45:28,:yt::elbowcough:
Faith Dougall,45:28,Hi SSSniperwolf
Rose Aj,45:28,IVE NEVER TAPPED THAT FAST IN MY LIFE
Destiny is cool,45:29,If you don’t go get that chest! LOL😂💗
Sasaki UwU,45:29,Hello
gamer wolf,45:29,cory and sssniperwolf are mint👌👌👌
Zulma Millet,45:29,lvl me
Jorian Houston,45:29,"i do like fortnite, but you should watch Mokey's show"
Ingrid Swan,45:29,Hi
Stella andMoon,45:29,LoVE YOU
Jocelyn Aldava,45:29,:shelterin::shelterin:
Toca Abc,45:29,Wolf time is the best time
Dani Dandash,45:30,awe i love youuuuuuuuu
Arnis 1324,45:35,hi
xerxestomas,45:36,omg i never seen you do a live stream
crystal horrocks,45:36,omg hi
Leo Lopez,45:36,Hi!!
Marie Una Azema,45:36,CHILL
Quindolyne Wilson,45:36,Hi
Alicia_ bby,45:36,hey wat is her name
Brian Redman,45:36,woah slow down in chat plz
Christian Flowers,45:36,Are you an OG
M H,45:36,Can I friend you Lia
tsnip es,45:37,👁👄👁
Mackenzie is a pro,45:37,Hello
Haley Hester,45:37,hi
{Kirishima} ÙwÚ,45:37,oop
『•ami dot •』,45:38,When your so broke you can’t afford to be a member
ssniper fox,45:39,hi omg 😍
Suprisegirl 66,45:40,my screen is so blorry right now
I think I'm just trying to be cool,45:40,hi
Amy Webb,45:40,NOT/SNIPER/WOLF
Kenny Lowen,45:41,bye
Ryan Whittaker,45:41,I'm a fan a big big fan!
Shaikha Alkhaili,45:41,Say hi Shaikha pls
Mvelo Ntuli,45:41,guy s like if you have not
Tech Therapy,45:42,B I N O D
Kerry Corbett,45:42,OMG SNIPER OMG!
Lynda Dellipoali,45:42,Hi
Lilly Garcia,45:42,say my name 😭😭😂 its danica i have been your fan for 2 years
aphmau's biggest fan,45:42,hey sssniperwolf whats your favorite food
Daria 3049,45:42,hiii
Purple Star,45:42,notice me:yougotthis:
Chittiny frostbite,45:43,hi
Ruby Jones,45:43,I love your videos
Fr3shSqxad,45:43,it been 150million years since i last watched u
Kid Awsomes,45:43,omg you so good
Bragemann 9,45:46,hi
Jayplayz_robloz,45:46,nice
Jasmine Santiago,45:47,hi
Munashe Nick Chindiwo,45:47,:stayhome::stayhome:
Mak Mahmut,45:47,u are gud
Gabrielle Joseph,45:47,hiii
Mohammad Faizan,45:47,😁BINOD😁
Bailey Evans,45:48,say the
Joey Grant,45:48,sssniperwolf!!
tsnip es,45:48,👁👄👀
unicorn girl1234,45:49,I'm a member now
Kalina Wu-Norman,45:49,hiiiiiii
Ella and Liam's Challenges,45:49,finally live
- Kermit -,45:49,👁👄👁
slider76218,45:50,YASSSSSS QEEEEN
Hamza Azam786,45:51,Hi omg
Rachel Doucet,45:51,I have been subscribe for 2 years
Gigi Quisel,45:51,Go lia
Sachiel Francis,45:51,YESSSSSS
Cookie Midnight,45:51,lol
Mohammad Faizan,45:51,😁BINOD😁
Max Punales,45:51,Heyyy
Mylo Screech,45:51,Sniper you needa react to you're first video!!!!!!!!!!
Itzurgurl_ Destiny,45:52,all these people... i- im not a people person and so many people are typing 👁👄👁 im overwhelmed
fanofcuphead2582,45:52,K
Courage Fl,45:53,sup
Ricardo Chavez,45:54,☹
Isaac Ferreira,45:54,She so good tho
Sourapples,45:54,liaaaaa it would mean the world to me if you notice mee please I love you
Isabella Rozo,45:56,🤟
Smash studios Ultra crap,45:56,Hello
Shibadipta Karmaker,45:57,:goodvibes::goodvibes:
lil llama boi,45:57,lol one month late lmao
Tristan Sathom,45:58,Hi sssniperwolf
Keiron noel,45:58,pewpew
RandomRoyal E,45:58,Hello
Avery Nguyen,45:58,1v1 mme
Keia Fountain,45:58,:yougotthis:
jenny duncan,45:58,nice
Jovana Getova,45:58,HIIIIIIIII
Jason shore,45:59,Hi
Clvudii Ona,45:59,LOL
Angela Latta,45:59,Hi
Ivania Soto,45:59,shout my Bro out
Gabrielle Joseph,46:01,I love u snipper
Ellee Ramdeo,46:01,I love you so much you're so pretty and you're a gamer 😘😘
Addie Vlogs,46:01,Good
Kath 1480,46:02,HI
Gacha Lily Pad,46:02,"Its loading a lot so I think ima leave, my internet is terrible right now, sowwy, ÓɷÒ"
Lucy gr,46:02,hi i am a big fan
{•Leafy • Lollii•},46:02,bye I have to go :(
Catherine Mata,46:03,get a car=
Mylo Screech,46:03,Sniper you needa react to you're first video!!!!!!!!!!
Ellison Family,46:03,Hoping u will have even more great successes
Quindolyne Wilson,46:03,Hi
unicorns ' n corpses,46:04,NOTICE ME:virtualhug:
triple gamig,46:04,sniperwolf i gotta go
Mija Djukanovic,46:05,NOTICE USSSSSSSSSSSSSS
The Pears,46:06,I love your channel Lia!
Jakub Baran,46:06,lmao XDD
karan ranga,46:06,binod
Frank Matovu,46:07,love ur vidoes
Here for the Vibe,46:07,Watch haiykuu
Amya Mendez,46:07,👁👄👁
Merle McPherson,46:08,I'm watching u through your window
Narjis Abdulabas,46:08,Hiii
Jason Dodge,46:08,Omg I love this
Londy Adams,46:08,hi sssniperwolf
Hope Lenthe,46:08,🍱
Chelsea Fleming,46:09,Hey I’m a really big fan I love you
Family Garcia,46:09,lol
Logam Pegher,46:11,Hi
Tofuisnot Rice,46:12,Hi I love ur vids soon much
Izzabelle Ostoyic,46:12,nooo
Elissa McGuire,46:13,My parents say I look like you I can kinda see it now lol
Finley Jollands,46:13,Wanna play
hmm hmm,46:13,brr havent seen You play fortnite in awhile lol
Gracie Gourley,46:13,play yandere simulator
Takara Baker,46:13,ok bye
gaia hu,46:13,Nuuuuu
Jennifer Stimits,46:14,Hi
Tech Therapy,46:15,B I N O D
scott shuler,46:15,hiiiiii
Victoria MacDonald,46:15,i wanna give you something but i dont know where to send it to
Malak Faisal,46:15,Hi
tootsierollz,46:15,Oh no
safari gaming,46:15,hi Leah and dij next sorry I can't spell but hope you guys get a win you prob won't see this but good luck can you tell dij I said hi
Brooke'Lynn Jackson,46:16,hi $sssniperwolf I love your chanol
Petty Mercado,46:16,Hi
Damian Rodriguez,46:16,hello
Raquel Núñez,46:16,OMMMMG
SwiftSZN,46:16,LOLLLL XD
